user_id,ground_truth,recommendations,scores
587.0,[2997.0],"[106782.0, 3101.0, 3836.0, 575.0, 531.0, 1409.0, 1747.0, 107141.0, 1278.0, 5764.0]","[8.414321899414062, 8.32060432434082, 7.964305400848389, 7.857232093811035, 7.8540167808532715, 7.57330846786499, 7.53955602645874, 7.468091011047363, 7.342507839202881, 7.324784278869629]"
590.0,"[1086.0, 2291.0, 3578.0, 2300.0, 924.0]","[106782.0, 3101.0, 3836.0, 575.0, 531.0, 1409.0, 1747.0, 107141.0, 88.0, 1278.0]","[9.196218490600586, 8.689727783203125, 8.083163261413574, 8.000204086303711, 7.895430564880371, 7.808298587799072, 7.695740222930908, 7.607168197631836, 7.481410980224609, 7.339268684387207]"
339.0,"[7361.0, 92259.0, 139385.0, 1.0]","[106782.0, 3101.0, 531.0, 575.0, 3836.0, 1409.0, 1747.0, 107141.0, 1278.0, 88.0]","[9.133403778076172, 8.591798782348633, 8.137118339538574, 8.099026679992676, 8.018509864807129, 7.927942752838135, 7.649788856506348, 7.587438583374023, 7.57756233215332, 7.557199478149414]"
160.0,"[1183.0, 903.0]","[1247.0, 2366.0, 36.0, 106782.0, 112852.0, 3836.0, 1278.0, 3101.0, 80463.0, 357.0]","[5.641172885894775, 5.5841288566589355, 5.416479587554932, 5.365245819091797, 5.352973461151123, 5.33990478515625, 5.30415153503418, 5.293612957000732, 5.185878753662109, 5.0952534675598145]"
584.0,"[110.0, 196.0]","[370.0, 1252.0, 3624.0, 3101.0, 3671.0, 122904.0, 531.0, 122916.0, 106782.0, 5816.0]","[6.886094093322754, 6.417023181915283, 6.3310089111328125, 6.1903252601623535, 6.135252475738525, 6.078193664550781, 6.025819301605225, 6.0116286277771, 5.966999053955078, 5.921574115753174]"
19.0,[353.0],"[106782.0, 3101.0, 575.0, 3836.0, 71535.0, 6502.0, 5764.0, 3072.0, 531.0, 107141.0]","[5.58851957321167, 5.286241054534912, 5.284463405609131, 5.159768581390381, 5.046912670135498, 5.033420085906982, 4.905208110809326, 4.805863380432129, 4.786427974700928, 4.67877197265625]"
275.0,"[1747.0, 246.0, 39.0]","[3101.0, 106782.0, 575.0, 3836.0, 5764.0, 531.0, 1409.0, 7371.0, 71535.0, 107141.0]","[7.592966079711914, 7.512444496154785, 7.044554233551025, 6.97713041305542, 6.942203044891357, 6.790865421295166, 6.711549282073975, 6.50411319732666, 6.448779106140137, 6.414674282073975]"
261.0,[4963.0],"[3101.0, 106782.0, 5764.0, 3836.0, 575.0, 122916.0, 1409.0, 1747.0, 107141.0, 531.0]","[6.830151557922363, 6.809337615966797, 6.604259967803955, 6.468628406524658, 6.4387993812561035, 6.41796875, 6.233904838562012, 6.187260627746582, 6.0785417556762695, 6.07750940322876]"
68.0,"[1704.0, 1258.0, 4963.0, 5620.0, 3448.0, 16.0]","[106782.0, 3101.0, 122916.0, 3836.0, 575.0, 107141.0, 2997.0, 1409.0, 1747.0, 3072.0]","[7.776146411895752, 7.615364074707031, 7.574856281280518, 7.230127334594727, 7.04654598236084, 6.89140510559082, 6.850441932678223, 6.746283531188965, 6.731504917144775, 6.691089630126953]"
325.0,[],"[106782.0, 3101.0, 575.0, 3836.0, 531.0, 1278.0, 1409.0, 3072.0, 5764.0, 1747.0]","[7.578096389770508, 7.201449394226074, 6.908453941345215, 6.902070999145508, 6.706655979156494, 6.528151512145996, 6.521022319793701, 6.380887031555176, 6.374499797821045, 6.322320461273193]"
73.0,[3793.0],"[3101.0, 106782.0, 3836.0, 575.0, 531.0, 1409.0, 107141.0, 5764.0, 1747.0, 3072.0]","[8.06594181060791, 8.06322193145752, 7.769315242767334, 7.624453067779541, 7.5094451904296875, 7.344451904296875, 7.272536277770996, 7.197802543640137, 7.195101737976074, 7.075638771057129]"
194.0,[],"[122904.0, 3624.0, 3101.0, 3671.0, 370.0, 531.0, 1409.0, 106782.0, 1278.0, 5816.0]","[3.0774004459381104, 2.9739983081817627, 2.9558985233306885, 2.9490127563476562, 2.8853909969329834, 2.8117051124572754, 2.79260516166687, 2.74346923828125, 2.7041683197021484, 2.6901605129241943]"
135.0,"[161.0, 858.0, 3175.0, 2502.0, 141.0]","[106782.0, 3101.0, 3836.0, 1278.0, 122916.0, 3072.0, 5764.0, 1747.0, 531.0, 575.0]","[7.719973564147949, 7.717122554779053, 7.6279425621032715, 7.572054386138916, 7.508193492889404, 7.2850446701049805, 7.2636284828186035, 7.2287116050720215, 7.211886882781982, 7.082180023193359]"
326.0,[2692.0],"[106782.0, 3101.0, 3836.0, 5764.0, 575.0, 531.0, 3072.0, 112852.0, 1747.0, 1409.0]","[9.10873031616211, 8.951469421386719, 8.76301097869873, 8.54069709777832, 8.462064743041992, 8.232706069946289, 8.223875045776367, 8.055610656738281, 8.00939655303955, 7.959960460662842]"
