user_id,recall,precision,ndcg,mean_avg_precision,hit,mrr,pop_bias,long_tail,novelty,diversity,attack_cov,attack_rank,semantic_drift
522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.6309297535714575,1.0,0,0.0,0.0
483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.6309297535714575,1.0,0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
19.0,1.0,0.1,0.3010299956639812,0.1111111111111111,1.0,0.1111111111111111,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
362.0,1.0,0.1,0.3333333333333333,0.14285714285714285,1.0,0.14285714285714285,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.6309297535714575,1.0,0,0.0,0.0
334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.6309297535714575,1.0,0,0.0,0.0
105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.6309297535714575,1.0,0,0.0,0.0
434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
125.0,1.0,0.1,0.3010299956639812,0.1111111111111111,1.0,0.1111111111111111,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.6309297535714575,1.0,0,0.0,0.0
312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
32.0,0.5,0.1,0.19342640361727081,0.125,1.0,0.125,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.6309297535714575,1.0,0,0.0,0.0
460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
599.0,0.25,0.1,0.11751610475642714,0.1111111111111111,1.0,0.1111111111111111,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
349.0,1.0,0.1,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.6309297535714575,1.0,0,0.0,0.0
475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
217.0,0.3333333333333333,0.1,0.23463936301137822,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,0,0.0,0.0
